Customer ID,Charging Level,Start Time(HH:MM),Duration(HH:MM)
P95C8,2,10:00,01:25
P214C7,2,15:55,00:25
P87C12,2,08:20,00:30
P54C12,2,14:25,00:50
P188C7,1,08:40,01:35
P117C10,2,16:30,00:30
P1C7,2,19:10,01:10
P126C7,1,10:50,06:20
P73C1,2,11:10,02:00
P109C3,1,23:15,05:35
P183C11,2,09:20,00:20
P78C6,1,14:20,00:30
P213C7,2,06:15,00:25
P127C5,1,13:00,01:50
P4C11,2,15:15,01:45
P192C5,1,20:45,13:55
P141C5,1,19:35,12:30
P205C6,2,17:20,01:35
P37C12,1,20:25,05:30
P30C8,2,18:30,00:40
P192C7,2,13:25,00:20
P143C2,1,16:45,00:45
P15C11,1,05:50,01:15
P155C7,1,15:15,03:45
P155C3,1,16:25,02:25
P209C2,1,15:40,10:05
P146C6,1,21:30,02:00
P28C4,1,15:00,01:05
P211C10,2,12:25,02:30
P7C9,2,08:05,01:10
P9C1,1,22:50,01:40
P57C1,1,22:05,04:05
P176C8,1,07:35,05:35
P110C3,2,19:15,01:15
P112C9,2,12:25,00:35
P173C3,2,12:20,01:30
P28C2,1,11:20,09:30
P63C10,2,20:25,00:25
P118C5,1,18:45,02:35
P198C9,2,11:30,00:20
P113C11,2,14:30,00:45
P5C4,1,12:30,13:40
P163C5,1,08:30,02:10
P53C5,2,20:40,00:40
P164C5,1,08:25,00:25
P82C11,1,12:10,03:20
P176C4,1,19:05,12:25
P152C7,1,21:35,04:45
P112C8,1,11:50,06:40
P30C3,2,18:15,00:30
P14C8,1,21:30,01:40
P27C6,2,17:45,00:30
P11C11,2,03:05,00:20
P25C1,1,21:55,03:50
P51C11,2,15:05,00:20
P145C1,2,10:55,00:55
P112C11,2,21:50,02:35
P4C3,2,12:50,00:55
P16C9,1,11:50,01:55
P196C8,2,13:40,00:50
P114C3,2,13:55,00:20
P44C10,1,17:20,04:10
P57C6,2,17:00,00:45
P150C12,1,22:40,00:50
P43C5,2,08:55,00:25
P116C4,1,15:25,03:35
P196C7,1,11:50,00:35
P171C10,1,14:55,02:10
P54C2,1,19:40,01:20
P100C9,2,18:00,01:00
P122C10,1,16:25,01:55
P166C6,2,19:25,01:10
P34C6,1,23:50,02:00
P203C11,1,07:00,00:35
P16C4,1,13:20,01:50
P99C2,1,14:00,05:15
P120C2,2,09:10,00:30
P113C7,1,14:05,00:25
P69C6,1,12:05,05:45
P198C10,1,13:25,03:45
P115C4,2,16:15,00:30
P80C5,1,14:50,05:40
P110C2,2,12:55,00:35
P148C12,1,12:10,09:25
P132C9,2,12:20,01:10
P60C2,1,18:50,00:45
P15C7,2,15:00,00:45
P206C5,1,14:55,01:50
P123C7,2,14:45,00:30
P46C7,2,23:55,01:30
P150C11,1,18:15,10:00
P200C2,2,17:25,00:55
P58C3,1,13:40,09:50
P159C9,2,17:40,00:25
P41C7,2,15:15,00:20
P125C11,1,07:20,02:10
P104C12,2,05:05,02:10
P184C3,1,15:05,01:40
P58C8,2,14:35,00:20
P15C6,2,14:10,00:20
P146C2,1,13:55,02:25
P153C7,2,21:55,01:00
P179C11,2,16:15,01:10
P184C12,2,12:10,02:00
P4C5,1,11:45,09:35
P52C6,1,09:25,01:15
P120C5,2,15:45,01:30
P188C8,2,06:50,01:30
P188C9,2,16:20,00:45
P109C11,2,15:55,01:50
P180C8,2,10:20,00:30
P125C5,2,06:10,02:30
P81C1,1,01:00,04:00
P97C7,2,21:00,00:25
P117C11,2,16:20,00:45
P108C5,2,16:15,00:20
P182C12,1,16:50,01:40
P198C2,2,16:20,00:20
P81C9,1,14:45,01:35
P190C2,2,11:45,02:15
P36C10,2,22:25,01:45
P27C8,1,05:35,05:00
P29C2,1,09:15,02:05
P100C7,1,16:50,13:05
P5C9,1,12:15,03:10
P186C1,2,09:10,00:35
P161C4,2,16:55,01:10
P4C7,1,09:40,03:00
P37C1,1,11:40,09:15
P70C8,1,15:40,01:25
P28C5,2,09:15,01:30
P157C12,1,19:15,13:50
P213C1,1,16:45,00:45
P184C1,1,07:00,02:55
P113C1,2,23:20,00:25
P172C6,1,10:00,04:15
P164C8,1,20:25,12:00
P176C11,2,15:00,00:50
P92C2,1,14:40,00:55
P106C9,1,14:55,01:20
P155C6,1,20:20,03:05
P62C6,2,21:25,01:10
P97C2,2,15:10,00:50
P215C3,1,09:35,11:05
P4C8,2,18:30,00:30
P114C6,1,21:55,04:00
P87C5,2,11:50,02:00
P156C7,1,12:35,01:45
