Customer ID,Charging Level,Start Time(HH:MM),Duration(HH:MM)
P95C8,2,10:00,01:25
P214C7,2,15:55,00:25
P87C12,2,08:20,00:30
P54C12,2,14:25,00:50
P188C7,1,08:40,01:35
P117C10,2,16:30,00:30
P1C7,2,19:10,01:10
P126C7,1,10:50,06:20
P73C1,2,11:10,02:00
P109C3,1,23:15,05:35
P183C11,2,09:20,00:20
P78C6,1,14:20,00:30
P213C7,2,06:15,00:25
P127C5,1,13:00,01:50
P4C11,2,15:15,01:45
P192C5,1,20:45,13:55
P141C5,1,19:35,12:30
P205C6,2,17:20,01:35
P37C12,1,20:25,05:30
P30C8,2,18:30,00:40
P192C7,2,13:25,00:20
P143C2,1,16:45,00:45
P15C11,1,05:50,01:15
P155C7,1,15:15,03:45
P155C3,1,16:25,02:25
P209C2,1,15:40,10:05
P146C6,1,21:30,02:00
P28C4,1,15:00,01:05
P211C10,2,12:25,02:30
P7C9,2,08:05,01:10
P9C1,1,22:50,01:40
P57C1,1,22:05,04:05
P176C8,1,07:35,05:35
P110C3,2,19:15,01:15
P112C9,2,12:25,00:35
P173C3,2,12:20,01:30
P28C2,1,11:20,09:30
P63C10,2,20:25,00:25
P118C5,1,18:45,02:35
P198C9,2,11:30,00:20
P113C11,2,14:30,00:45
P5C4,1,12:30,13:40
P163C5,1,08:30,02:10
P53C5,2,20:40,00:40
P164C5,1,08:25,00:25
P82C11,1,12:10,03:20
P176C4,1,19:05,12:25
P152C7,1,21:35,04:45
P112C8,1,11:50,06:40
P30C3,2,18:15,00:30
P14C8,1,21:30,01:40
P27C6,2,17:45,00:30
P11C11,2,03:05,00:20
P25C1,1,21:55,03:50
P51C11,2,15:05,00:20
P145C1,2,10:55,00:55
P112C11,2,21:50,02:35
P4C3,2,12:50,00:55
P16C9,1,11:50,01:55
P196C8,2,13:40,00:50
P114C3,2,13:55,00:20
P44C10,1,17:20,04:10
P57C6,2,17:00,00:45
P150C12,1,22:40,00:50
P43C5,2,08:55,00:25
P116C4,1,15:25,03:35
P196C7,1,11:50,00:35
P171C10,1,14:55,02:10
P54C2,1,19:40,01:20
P100C9,2,18:00,01:00
P122C10,1,16:25,01:55
P166C6,2,19:25,01:10
P34C6,1,23:50,02:00
P203C11,1,07:00,00:35
P16C4,1,13:20,01:50
P99C2,1,14:00,05:15
P120C2,2,09:10,00:30
P113C7,1,14:05,00:25
P69C6,1,12:05,05:45
P198C10,1,13:25,03:45
P115C4,2,16:15,00:30
P80C5,1,14:50,05:40
P110C2,2,12:55,00:35
P148C12,1,12:10,09:25
P132C9,2,12:20,01:10
P60C2,1,18:50,00:45
P15C7,2,15:00,00:45
P206C5,1,14:55,01:50
P123C7,2,14:45,00:30
P46C7,2,23:55,01:30
P150C11,1,18:15,10:00
P200C2,2,17:25,00:55
P58C3,1,13:40,09:50
P159C9,2,17:40,00:25
P41C7,2,15:15,00:20
P125C11,1,07:20,02:10
P104C12,2,05:05,02:10
P184C3,1,15:05,01:40
P58C8,2,14:35,00:20
P15C6,2,14:10,00:20
P146C2,1,13:55,02:25
P153C7,2,21:55,01:00
P179C11,2,16:15,01:10
P184C12,2,12:10,02:00
P4C5,1,11:45,09:35
P52C6,1,09:25,01:15
P120C5,2,15:45,01:30
P188C8,2,06:50,01:30
P188C9,2,16:20,00:45
P109C11,2,15:55,01:50
P180C8,2,10:20,00:30
P125C5,2,06:10,02:30
P81C1,1,01:00,04:00
P97C7,2,21:00,00:25
P117C11,2,16:20,00:45
P108C5,2,16:15,00:20
P182C12,1,16:50,01:40
P198C2,2,16:20,00:20
P81C9,1,14:45,01:35
P190C2,2,11:45,02:15
P36C10,2,22:25,01:45
P27C8,1,05:35,05:00
P29C2,1,09:15,02:05
P100C7,1,16:50,13:05
P5C9,1,12:15,03:10
P186C1,2,09:10,00:35
P161C4,2,16:55,01:10
P4C7,1,09:40,03:00
P37C1,1,11:40,09:15
P70C8,1,15:40,01:25
P28C5,2,09:15,01:30
P157C12,1,19:15,13:50
P213C1,1,16:45,00:45
P184C1,1,07:00,02:55
P113C1,2,23:20,00:25
P172C6,1,10:00,04:15
P164C8,1,20:25,12:00
P176C11,2,15:00,00:50
P92C2,1,14:40,00:55
P106C9,1,14:55,01:20
P155C6,1,20:20,03:05
P62C6,2,21:25,01:10
P97C2,2,15:10,00:50
P215C3,1,09:35,11:05
P4C8,2,18:30,00:30
P114C6,1,21:55,04:00
P87C5,2,11:50,02:00
P156C7,1,12:35,01:45
P67C4,1,11:10,01:40
P173C10,2,20:20,01:25
P111C7,2,15:50,01:05
P38C1,2,10:25,02:30
P152C11,2,20:20,00:30
P117C3,1,19:55,11:20
P13C2,2,07:45,00:55
P84C10,1,09:05,11:45
P130C4,2,14:55,01:20
P177C7,2,06:45,01:35
P215C10,2,16:30,01:25
P189C3,1,04:15,00:20
P77C4,2,15:20,00:25
P206C12,1,22:50,04:00
P194C5,2,16:20,00:25
P159C1,2,12:00,02:10
P110C5,2,16:35,00:40
P119C4,2,15:00,01:40
P61C11,2,12:35,02:00
P112C3,1,09:45,03:05
P143C7,2,20:15,00:20
P164C7,1,13:25,02:40
P145C3,1,13:15,00:50
P132C8,2,16:10,00:25
P165C5,1,06:10,07:50
P67C11,2,16:10,00:20
P126C11,2,16:05,01:05
P89C3,1,11:25,01:20
P77C9,1,13:45,02:25
P82C6,2,16:45,01:20
P80C11,1,24:00,07:55
P66C10,1,19:45,02:45
P117C6,2,10:35,00:55
P85C7,2,19:50,01:25
P185C10,1,17:20,10:30
P127C7,2,16:10,00:20
P39C12,1,07:55,09:20
P193C5,2,04:35,01:00
P70C12,1,15:50,13:05
P152C3,2,06:20,00:20
P166C10,1,13:20,06:00
P172C8,2,14:15,01:10
P123C9,1,05:35,01:40
P57C9,1,22:20,08:35
P53C9,1,06:25,04:15
P196C10,1,07:30,00:55
P101C2,2,16:50,00:25
P208C5,2,11:45,00:20
P209C5,2,09:35,00:50
P136C11,2,05:00,00:40
P99C7,2,16:15,01:00
P146C1,2,14:05,01:30
P107C9,2,16:55,00:55
P90C8,1,22:15,01:10
P70C5,2,07:10,00:50
P15C3,1,15:35,00:30
P76C2,1,17:15,13:10
P17C1,1,14:25,03:20
P185C5,1,14:35,04:20
P197C4,1,15:00,04:15
P153C2,1,17:05,01:00
P164C6,2,16:55,00:20
P127C10,1,18:35,09:25
P107C4,2,14:20,00:50
P33C5,2,16:30,00:40
P90C5,1,19:00,10:00
P70C6,2,23:00,00:55
P46C10,2,17:25,00:30
P110C10,1,10:00,05:15
P64C12,2,13:35,00:35
P172C7,1,11:45,00:35
P171C5,1,14:35,11:05
P53C11,1,10:10,00:30
P23C1,2,20:35,00:20
P38C6,1,21:10,01:55
P95C4,2,18:10,01:25
P134C7,1,14:00,10:50
P41C11,2,17:20,00:30
P52C4,1,11:25,07:35
P158C4,2,03:30,00:20
P81C7,2,15:10,00:55
P114C1,1,17:50,12:25
P47C11,2,10:40,00:25
P20C7,2,23:30,02:00
P197C11,1,10:30,01:15
P91C4,2,15:15,01:00
P30C9,1,12:45,04:45
P114C7,2,18:20,01:30
P101C12,2,20:45,00:55
P119C9,1,13:10,00:30
P29C5,1,06:15,05:15
P137C4,1,11:05,01:15
P202C3,2,11:10,01:10
P97C9,1,19:30,02:30
P145C7,2,13:15,00:40
P5C8,1,13:45,01:00
P66C3,1,11:25,01:25
P160C6,1,16:05,07:15
P155C11,2,18:25,00:35
P197C1,2,13:25,00:40
P159C3,2,15:05,01:00
P175C7,1,13:10,04:05
P152C8,2,17:05,00:20
P208C6,1,11:20,02:50
P19C10,1,16:10,06:25
P204C2,1,07:35,00:55
P127C9,1,10:30,03:05
P111C9,1,20:25,03:05
P146C12,2,19:30,00:40
P9C7,2,16:05,01:10
P139C2,2,14:25,01:30
P132C11,2,22:45,00:50
P53C6,1,12:50,04:50
P53C1,1,09:35,00:40
P114C11,2,19:20,00:20
P69C1,2,08:45,00:25
P145C12,1,05:15,05:25
P85C1,1,23:30,04:30
P141C8,1,11:05,01:05
P180C7,1,14:35,06:35
