Customer ID,Charging Level,Start Time(HH:MM),Duration(HH:MM)
P190C2,2,08:35,00:30
P77C8,1,17:25,09:05
P189C6,2,20:05,01:30
P209C8,2,07:25,00:25
P159C11,1,17:00,00:35
P110C12,1,16:25,13:40
P119C11,1,08:55,00:35
P62C2,2,17:30,01:15
P112C10,2,22:55,00:25
P145C4,2,14:10,00:50
P165C5,2,17:10,00:35
P145C12,2,18:20,02:15
P133C4,2,18:40,02:30
P166C3,2,13:10,00:50
P68C3,1,17:05,00:25
P127C7,2,06:40,00:20
P89C8,1,08:15,04:30
P78C1,2,12:50,00:55
P82C11,2,17:20,00:30
P81C3,1,12:40,12:25
P67C2,2,23:40,00:50
P118C1,2,22:15,00:25
P85C12,1,20:50,03:00
P186C10,1,16:05,07:25
P129C3,1,17:00,00:20
P41C2,1,22:40,07:30
P194C5,2,18:15,00:35
P71C4,2,18:35,00:20
P153C1,2,15:00,01:00
P168C8,1,09:20,06:25
P173C7,2,18:00,00:20
P125C5,1,04:55,06:20
P57C12,2,13:45,00:20
P53C12,1,21:55,03:50
P197C10,2,20:10,00:20
P101C9,1,06:15,07:25
P153C3,2,20:10,02:30
P109C1,2,11:50,00:30
P137C8,2,07:50,00:20
P100C1,1,08:55,06:30
P146C10,1,09:00,01:15
P108C3,1,22:15,00:50
P91C2,2,15:30,02:35
P70C9,1,21:05,03:45
P15C4,1,18:55,12:30
P76C6,1,20:00,00:50
P17C2,2,13:10,01:10
P186C4,1,09:55,01:55
P198C4,2,17:10,01:15
P153C12,2,21:45,00:35
P165C4,1,15:40,03:35
P129C6,2,11:20,01:25
P107C10,1,07:40,03:40
P33C7,2,11:25,00:20
P90C11,1,11:20,02:20
P70C10,2,11:45,00:40
P47C1,2,12:50,00:20
P111C5,2,19:50,02:00
P65C4,2,22:50,00:25
P173C6,1,19:00,00:35
P172C4,2,16:45,01:45
P54C3,2,18:05,00:50
P23C3,2,12:10,00:25
P38C8,2,08:25,01:30
P95C10,1,19:40,02:00
P135C3,1,16:40,00:50
P43C1,2,16:15,01:20
P52C7,1,16:40,00:45
P159C3,2,12:30,00:50
P81C12,1,18:35,00:35
P203C4,1,15:30,12:40
P49C2,2,17:40,00:20
P20C8,2,19:40,02:30
P98C2,1,17:35,00:30
P91C9,2,10:30,00:25
P30C11,1,10:30,04:25
P115C3,2,11:30,01:25
P102C6,2,18:00,01:00
P212C4,1,20:35,01:50
P29C6,2,14:55,00:30
P138C1,1,18:05,01:55
P203C3,2,17:30,00:20
P98C4,2,23:35,00:55
P146C5,2,11:55,02:25
P212C10,2,07:40,00:40
P66C7,2,10:30,00:35
P161C5,2,14:30,00:20
P156C9,1,09:45,00:35
P101C2,2,12:25,00:50
P213C9,2,13:55,01:00
P176C6,2,17:15,00:50
P153C6,1,09:35,10:55
P157C11,1,13:10,02:15
P214C10,2,14:40,00:25
P119C1,2,10:50,00:30
P129C5,2,13:15,00:40
P112C4,2,22:25,01:10
P147C9,2,17:20,01:00
P9C7,1,15:20,01:40
P139C11,1,15:35,00:25
P133C8,2,16:40,00:45
P53C9,2,07:10,01:25
P53C4,2,12:40,00:35
P115C6,1,18:50,01:10
P69C5,1,15:10,03:45
P146C9,1,18:40,12:30
P85C6,1,16:55,02:15
P143C5,2,21:45,00:30
P198C7,1,19:20,00:20
